relXmat,0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341
0, 0.000490476,0.000491329,0.00049028,0.000490734,0.000490528,0.000491442,0.000490668,0.000490497,0.000490878,0.000489916,0.000491061,0.000491161,0.000490684,0.000490141,0.000490607,0.000491485,0.000490813,0.000490887,0.000491003,0.0004905,0.000490814,0.000491048,0.000490535,0.000490893,0.000491037,0.00049091,0.000490721,0.000490816,0.00049043,0.00049077,0.000490676,0.000491104,0.000490664,0.000490747,0.000491837,0.000490374,0.000490625,0.000490922,0.000490733,0.000489929,0.000489963,0.000491172,0.000490771,0.000490868,0.000490973,0.000490767,0.000490508,0.000490878,0.000490749,0.000490702,0.000490738,0.000490472,0.000491428,0.000490378,0.000490613,0.000490709,0.000490494,0.000490727,0.000490911,0.000490256,0.000490853,0.000490914,0.000490957,0.000490765,0.000490807,0.000490502,0.00049065,0.000491101,0.000490738,0.000490922,0.000490857,0.000490539,0.00049051,0.000490474,0.000490687,0.000490074,0.000490578,0.000491227,0.000490606,0.000490528,0.000490293,0.00049032,0.000490775,0.000490843,0.000490991,0.000490115,0.000490712,0.000491002,0.000490295,0.000490406,0.000490969,0.000490728,0.000490461,0.000490687,0.000490789,0.000490875,0.000490847,0.00049057,0.000491439,0.000490693,0.000491444,0.000490309,0.000490799,0.000491024,0.000490926,0.000490761,0.000490308,0.000490547,0.000490391,0.000490539,0.000490941,0.000491077,0.00049035,0.000490639,0.000490406,0.000490893,0.000490587,0.000490699,0.000490995,0.000490888,0.000490957,0.000490853,0.000490399,0.000490618,0.000491003,0.000490675,0.000490435,0.000490611,0.000490646,0.000490808,0.000490795,0.000490829,0.000490897,0.000490788,0.000490589,0.000490601,0.000490603,0.000490505,0.000490686,0.000490533,0.000490258,0.000490921,0.000490789,0.000490744,0.000490378,0.000490573,0.000490906,0.000490664,0.000490569,0.000491091,0.000490257,0.000490479,0.000490315,0.000490661,0.000490885,0.000490638,0.000490562,0.000490339,0.000490573,0.000490462,0.000490804,0.000490207,0.000490787,0.00049098,0.000490844,0.000490407,0.000490861,0.000490374,0.000490285,0.000490723,0.000490978,0.000490673,0.000490676,0.000490866,0.000490522,0.000490725,0.000490716,0.000490706,0.000490898,0.00049082,0.000491011,0.000490729,0.000490682,0.000490913,0.000490339,0.000490894,0.000490644,0.000490675,0.000490697,0.000490725,0.000490563,0.000490259,0.000490843,0.000490621,0.000490659,0.000490423,0.000490513,0.000490362,0.000490717,0.000491285,0.00049041,0.000490355,0.000490715,0.000490673,0.000490013,0.000490642,0.000490698,0.00049055,0.000490797,0.000490445,0.000490915,0.000491086,0.000490733,0.000490682,0.00049033,0.000491065,0.00049078,0.000490243,0.000490912,0.000491044,0.000491402,0.000491207,0.000489918,0.000490911,0.000490881,0.00049083,0.000490692,0.000490813,0.000490691,0.000490858,0.000490642,0.000490564,0.000490723,0.000490553,0.000490532,0.000490439,0.000490472,0.000490474,0.000490675,0.000490598,0.000490784,0.000490712,0.000490486,0.000490645,0.000490475,0.0004909,0.000490566,0.000490361,0.000490698,0.000490877,0.000490723,0.000490781,0.000490393,0.000490415,0.000490398,0.000490411,0.000490686,0.000490706,0.000490964,0.000490531,0.00049077,0.000490586,0.000490921,0.00049066,0.000490232,0.000490729,0.000490612,0.000490709,0.000490882,0.000490389,0.000490478,0.00049035,0.00049074,0.000490856,0.000490764,0.000490849,0.000490896,0.000490941,0.000490834,0.000490709,0.000491312,0.000490742,0.000490755,0.000490595,0.000491358,0.000490126,0.000490811,0.000490984,0.000490889,0.000490288,0.000490585,0.000490422,0.000490638,0.000491175,0.00049053,0.000490985,0.000490478,0.000490428,0.000490774,0.000491304,0.000490761,0.000490517,0.00049079,0.000490573,0.00049044,0.000490386,0.000491437,0.000490525,0.000491379,0.000490436,0.000491095,0.000490769,0.00049035,0.00049054,0.000490817,0.000490715,0.000490594,0.000490517,0.000490826,0.000490791,0.00049069,0.000490539,0.000490501,0.000490646,0.000490352,0.00049073,0.00049023,0.000490567,0.000490736,0.000490561,0.000490419,0.000490677,0.000490939,0.000490472,0.000489908,0.000490078,0.000490899,0.00049074,0.000490712,0.000490439,0.000490235,0.000490847
1, 0.000491329,0.0,0.000491201,0.000490528,0.000491285,0.000492807,0.000490969,0.000490895,0.000490294,0.00049197,0.000490756,0.000491852,0.000490978,0.00049088,0.000491205,0.000491376,0.000491101,0.000489985,0.000490228,0.000491517,0.000491006,0.000490261,0.000490503,0.000490125,0.00048961,0.000490767,0.000491,0.000490796,0.000490758,0.000491128,0.00049097,0.000490958,0.000489919,0.000490142,0.000490962,0.000490723,0.000490919,0.000491111,0.000490616,0.000490683,0.000490619,0.000491409,0.000492534,0.000491193,0.000490771,0.000489861,0.0004907,0.000491234,0.000490551,0.000490491,0.000490657,0.000490791,0.000491314,0.000490884,0.000490855,0.000490489,0.000490595,0.000490125,0.000490432,0.000490989,0.000490634,0.000490669,0.000490271,0.000490234,0.000490444,0.000491495,0.00049128,0.000490877,0.000492131,0.000490101,0.000491253,0.000490933,0.00049053,0.000491135,0.000491735,0.000489789,0.000491267,0.000489981,0.000491594,0.000490229,0.000490177,0.000490702,0.000490672,0.000490185,0.000490678,0.000490793,0.000489948,0.000490789,0.00049029,0.000491235,0.000490894,0.000490149,0.000489753,0.000490417,0.000490662,0.000490318,0.000491586,0.000490714,0.000490417,0.000490546,0.00049078,0.000490333,0.000490257,0.000490471,0.00049037,0.000491082,0.000490578,0.000489591,0.000491838,0.000491145,0.000490425,0.000490529,0.000489677,0.000490116,0.000489913,0.000491319,0.000490365,0.000491312,0.000490234,0.000491605,0.000490165,0.000490843,0.000490415,0.000490751,0.000490533,0.000491378,0.000490438,0.000491636,0.000491265,0.000491011,0.000490994,0.000490885,0.000490605,0.000490283,0.000490303,0.000491464,0.000490667,0.000490962,0.000491001,0.000490757,0.000491333,0.000490439,0.000490589,0.000490321,0.000490368,0.000489702,0.000491399,0.000491359,0.000490996,0.000491021,0.000490261,0.00049071,0.000490381,0.00049184,0.00049117,0.000491188,0.000490745,0.000490628,0.000491008,0.00048892,0.000491058,0.000489924,0.00049087,0.000490457,0.000489982,0.000490136,0.000490878,0.000490687,0.000489894,0.000490961,0.00049074,0.00049099,0.000490354,0.000490454,0.000490315,0.000490436,0.000490834,0.000490276,0.000490828,0.000490965,0.000490756,0.000490531,0.000490251,0.000490414,0.000490173,0.000490985,0.000490713,0.000490684,0.000490919,0.000490506,0.000491035,0.000490782,0.000490936,0.000490661,0.000490194,0.000490212,0.000490556,0.000490248,0.000490715,0.000490049,0.000490733,0.000490079,0.000490658,0.000490441,0.00049174,0.00049014,0.000490368,0.000490731,0.000490254,0.000489535,0.00049076,0.000490107,0.000491452,0.00049034,0.000490593,0.000490356,0.000490525,0.000490517,0.000491057,0.000491097,0.000491182,0.000490874,0.000490355,0.000489942,0.000490379,0.000490718,0.000490935,0.000490344,0.000491164,0.000490539,0.000490987,0.000490576,0.000490564,0.000490198,0.000490659,0.000490438,0.000490926,0.000490752,0.000490629,0.000490637,0.000490525,0.000490832,0.000491221,0.000490365,0.000490971,0.000490386,0.000491137,0.000490527,0.000490896,0.000491203,0.000490506,0.000489871,0.000490738,0.00049049,0.000490789,0.000490922,0.00049129,0.000491664,0.000490569,0.000490912,0.000490834,0.000491348,0.000490998,0.000490672,0.000490319,0.000490244,0.000490058,0.000490324,0.000489985,0.000490761,0.000490794,0.000491088,0.000490807,0.000490372,0.000489745,0.000490706,0.000491491,0.000490237,0.00049097,0.00049028,0.000490614,0.000491023,0.000490796,0.000490753,0.000491175,0.000490902,0.000491097,0.000490211,0.000490751,0.000491109,0.000490737,0.000490471,0.000491067,0.00048989,0.000489992,0.000491556,0.0004899,0.000490699,0.000490687,0.00049028,0.000489551,0.000490658,0.000491318,0.000490854,0.000490595,0.000489684,0.000491065,0.00049101,0.000490457,0.000490403,0.000490247,0.000490415,0.000490363,0.000490253,0.000490732,0.000490894,0.000490049,0.000490579,0.000490404,0.000490714,0.000490586,0.00049043,0.000491235,0.000490151,0.000490396,0.000491445,0.000490623,0.000491202,0.00049122,0.000491032,0.000490811,0.000490239,0.000491481,0.000490995,0.00048995,0.000490443,0.000490986,0.000490182,0.000491507,0.000490516,0.000490768,0.000491749
2, 0.00049028,0.000491201,0.0,0.000490356,0.000490818,0.00049107,0.000491244,0.000489915,0.000490826,0.000488899,0.000490212,0.000490815,0.000490634,0.000491153,0.000491067,0.000492558,0.00049049,0.00049061,0.000490614,0.000489796,0.00049104,0.000490081,0.000490723,0.000490615,0.000489786,0.000489014,0.000491341,0.000490318,0.000491617,0.000490336,0.000490926,0.000490418,0.000490899,0.000490918,0.000490873,0.000490091,0.000490729,0.000490876,0.000490622,0.000490472,0.000490556,0.000489914,0.000490088,0.000490644,0.00049123,0.000489658,0.000491562,0.000490471,0.000490214,0.000490253,0.000490364,0.000490394,0.000490086,0.000490501,0.000490118,0.000490547,0.000489922,0.000489988,0.000489966,0.000490931,0.000490352,0.000490698,0.000490687,0.000489931,0.000491032,0.000490635,0.000490267,0.000488922,0.000491709,0.000489887,0.000491096,0.000490553,0.000490555,0.000490498,0.000490244,0.000490562,0.000490188,0.000490556,0.000490838,0.000490334,0.000490357,0.000490804,0.000490137,0.000489865,0.000490978,0.000489814,0.000490858,0.000492324,0.00049085,0.0004916,0.000491213,0.000490347,0.000491468,0.000490504,0.00049033,0.00049006,0.000490064,0.000490561,0.000490586,0.000490796,0.000490436,0.000490011,0.000490393,0.000489489,0.000490797,0.000491122,0.000490711,0.000491366,0.00049098,0.000490623,0.000491162,0.000490231,0.000490269,0.000490677,0.000490517,0.00049088,0.000490872,0.000490709,0.000490241,0.000489483,0.00049102,0.000490008,0.000490444,0.000490776,0.00049013,0.000490766,0.000490422,0.0004909,0.000490517,0.000490795,0.000490496,0.000490433,0.000490527,0.000490666,0.000491228,0.000490514,0.000490698,0.000491429,0.000490626,0.00049056,0.000490274,0.00049065,0.000491213,0.000490056,0.000490207,0.000490655,0.0004917,0.000491013,0.000490925,0.000490307,0.000490363,0.000490537,0.000490585,0.000490274,0.000489785,0.000491645,0.000490831,0.000490449,0.000490557,0.000491086,0.000490633,0.000491145,0.000490536,0.000489799,0.000490669,0.000490715,0.000490499,0.000490314,0.000490958,0.000491204,0.000491156,0.000490679,0.000490953,0.000490426,0.000490612,0.000491046,0.00049108,0.000491064,0.000490902,0.000490375,0.000491278,0.000490671,0.000490472,0.000490989,0.000491023,0.000490451,0.000490783,0.000491164,0.000490867,0.000490546,0.000491018,0.000490752,0.000490221,0.00049045,0.000490745,0.000490723,0.000490332,0.000491041,0.000491039,0.000491181,0.000490817,0.000491106,0.000490548,0.000490136,0.000490055,0.000490785,0.000490572,0.000490817,0.000491008,0.000491508,0.000490068,0.000491041,0.000490397,0.000490849,0.00049093,0.000490839,0.000491115,0.000490782,0.000490905,0.000490482,0.00049138,0.000490879,0.000490027,0.000490842,0.00049074,0.000491253,0.000490692,0.000490338,0.00049068,0.000490146,0.000490712,0.00049068,0.000490647,0.000491499,0.00049084,0.000489826,0.000490104,0.000490625,0.000490707,0.000490883,0.000490266,0.000491165,0.000490834,0.000490399,0.000491607,0.000490624,0.000490698,0.000489836,0.000490859,0.000490478,0.000490336,0.000491001,0.000491052,0.000490948,0.000490488,0.00049174,0.000490256,0.000491276,0.000490929,0.000490472,0.0004898,0.000490024,0.000490835,0.000490205,0.000490461,0.000490493,0.000490225,0.000490381,0.000490357,0.000490343,0.000491124,0.000491039,0.000490448,0.000492034,0.000489767,0.000491183,0.000490708,0.000490597,0.000490459,0.000490732,0.00049098,0.000491246,0.000491417,0.000491155,0.000490711,0.000490422,0.000490864,0.000491039,0.000490604,0.000491286,0.000490374,0.000491146,0.000490875,0.000490367,0.000491492,0.000490962,0.000491268,0.000490972,0.00049071,0.00049069,0.000491092,0.000490804,0.000490369,0.000490984,0.000490616,0.000490304,0.000490996,0.00049095,0.000490903,0.000490268,0.000490851,0.000490835,0.000490636,0.000490511,0.000490958,0.000490273,0.000490328,0.000491478,0.000491084,0.000490768,0.00049042,0.000490871,0.000491292,0.00049141,0.0004905,0.000490467,0.000490423,0.000489955,0.000490716,0.000490749,0.000490269,0.000490154,0.000489959,0.000490697,0.000490732,0.000491522,0.000490938,0.000490808,0.00049059,0.000491296,0.00049131,0.000490378
3, 0.000490734,0.000490528,0.000490355,0.000490126,0.00049198,0.000490208,0.000490348,0.00049022,0.000491085,0.000491339,0.000490467,0.000490234,0.000490599,0.000489838,0.000490312,0.000489667,0.000490804,0.000490657,0.000491061,0.00049098,0.000490418,0.000491388,0.000490504,0.000491059,0.0004906,0.000491337,0.000490778,0.000490696,0.000490908,0.000490447,0.000491355,0.000490253,0.000491358,0.000490867,0.000491127,0.00049068,0.000490853,0.000491069,0.00049048,0.000490555,0.00049081,0.000491172,0.000491367,0.000491,0.000490318,0.000490553,0.000490816,0.000491229,0.000490471,0.000490672,0.00049079,0.000490539,0.000490591,0.000490257,0.000490464,0.000490335,0.000489909,0.000490109,0.00049108,0.000490882,0.000490415,0.000490413,0.000490938,0.000490313,0.000490763,0.000490856,0.00049077,0.000490538,0.000492243,0.000490398,0.000491061,0.000490941,0.000490429,0.000490931,0.0004904,0.000490764,0.000490311,0.000491023,0.000490581,0.000490248,0.000490637,0.000490378,0.000491788,0.000491143,0.000490279,0.00049077,0.000490777,0.000490841,0.000490668,0.000490873,0.000491202,0.000490078,0.000491279,0.000490755,0.000491155,0.000490788,0.000491026,0.000490721,0.000490428,0.000490664,0.000490756,0.000490969,0.000491033,0.00049062,0.000490356,0.000490678,0.000490666,0.000490785,0.000490837,0.000490503,0.000490578,0.000490861,0.000490405,0.000491077,0.000490118,0.000490672,0.000491199,0.000490294,0.000490756,0.000491262,0.000490958,0.000490612,0.000490686,0.000490646,0.000490837,0.000490118,0.000490642,0.000490921,0.000490833,0.000490848,0.000490937,0.000490475,0.000490927,0.000490653,0.000490782,0.000490503,0.000490389,0.000490064,0.000490794,0.00049037,0.000490721,0.000490834,0.000490242,0.000490768,0.000490761,0.000490748,0.00049031,0.000490404,0.000490006,0.0004909,0.000490799,0.000489773,0.000490917,0.000490747,0.000490555,0.000490047,0.000490859,0.000491365,0.000490558,0.000489899,0.000490716,0.000490752,0.000490487,0.00049112,0.000490301,0.000490485,0.000490765,0.000490409,0.00049048,0.000490615,0.000490582,0.000490532,0.000491042,0.000490628,0.000490738,0.00049054,0.000490086,0.000490544,0.00049092,0.000490815,0.000490862,0.000490982,0.000490615,0.0004911,0.000490608,0.000490633,0.000490811,0.000490654,0.000491045,0.000490586,0.000490604,0.000490814,0.000490439,0.000490697,0.000490521,0.000490735,0.000490183,0.000490983,0.000490735,0.000491087,0.000490573,0.000490664,0.000490376,0.000490607,0.000491123,0.000490236,0.000490459,0.000491042,0.000490521,0.000490653,0.000490036,0.000490412,0.000490673,0.00049097,0.000490698,0.000490924,0.000490874,0.000490396,0.000490968,0.000490459,0.000490111,0.000490699,0.000490227,0.000491172,0.000490817,0.000490994,0.000490468,0.000490873,0.000490822,0.000490579,0.000490757,0.000490883,0.00049047,0.00049027,0.000490781,0.000489993,0.000491476,0.000490252,0.000490461,0.00049051,0.000490876,0.000490538,0.000490946,0.000491107,0.000490919,0.000490636,0.000490368,0.00049037,0.000490462,0.000491275,0.000490741,0.000490923,0.000490614,0.000491052,0.000490955,0.000490406,0.000490944,0.000490339,0.000490362,0.00049038,0.000491111,0.000490216,0.000490328,0.000491279,0.000490671,0.000490761,0.000491038,0.000490607,0.000490899,0.000490187,0.000490969,0.000490435,0.000490696,0.000491287,0.000490775,0.000490802,0.000491054,0.000490828,0.000490642,0.000490344,0.000490518,0.000490863,0.000491063,0.000490718,0.000490746,0.000490702,0.000490954,0.000490334,0.000490702,0.000490193,0.000490145,0.000490284,0.000490722,0.000490565,0.000490674,0.000490798,0.000490605,0.000490579,0.000490365,0.000490894,0.000490893,0.000490868,0.000490338,0.000490609,0.000490657,0.000490835,0.000490794,0.00049112,0.000490928,0.000490375,0.000490686,0.000491183,0.000490765,0.000490906,0.000491123,0.000490384,0.000490834,0.000490733,0.000490696,0.000490644,0.000490189,0.000490673,0.00049102,0.000490569,0.000490158,0.000490785,0.000490888,0.000490575,0.000490352,0.000491262,0.000490948,0.000490247,0.000490507,0.000490446,0.000491012,0.000491164,0.00049023,0.000490677,0.0004906,0.000490586,0.000491128,0.000490724
4, 0.000490531,0.000491286,0.00049082,0.000491981,0.0,0.000492229,0.000491551,0.000491098,0.000490249,0.000489893,0.000490067,0.000491595,0.000489886,0.000490283,0.000491194,0.000491132,0.000490217,0.000490711,0.000491793,0.000490237,0.000490678,0.000490905,0.000490172,0.000490949,0.00049127,0.00049079,0.000490607,0.000490541,0.00049019,0.000491165,0.000489977,0.000490585,0.000490896,0.000490752,0.000489878,0.000489765,0.000490588,0.000491231,0.000490753,0.000490954,0.000490934,0.000490744,0.000490619,0.000490464,0.000490949,0.000491196,0.000490841,0.000490967,0.000489816,0.000490588,0.000490901,0.00049115,0.000491469,0.000490648,0.000490585,0.000490879,0.000490211,0.000490946,0.000491162,0.000491144,0.000490583,0.000491189,0.000490489,0.000490152,0.00049089,0.00049107,0.000490179,0.000490037,0.00049284,0.00049052,0.000489992,0.0004903,0.000490295,0.000490459,0.000490082,0.000491259,0.000491129,0.000491558,0.000490351,0.000490307,0.000489722,0.000490527,0.000490812,0.000490711,0.000490486,0.000490857,0.000491136,0.000491093,0.00049089,0.000490105,0.000490943,0.000490662,0.000490515,0.000490779,0.000490746,0.000489575,0.000491149,0.000490959,0.000491075,0.000490126,0.000491434,0.000491271,0.00049019,0.00048954,0.000490842,0.000491013,0.000490827,0.00049035,0.000491036,0.000490666,0.000491014,0.000490643,0.000490621,0.000491465,0.000490614,0.000490596,0.000490325,0.000490571,0.000491063,0.000489426,0.000490253,0.00049083,0.000490045,0.000490167,0.000490169,0.000491153,0.000491318,0.000490717,0.000490735,0.000490831,0.000490407,0.000490818,0.000490551,0.000490631,0.000490925,0.00049208,0.000491081,0.000490887,0.000490609,0.000490808,0.000490385,0.000490745,0.00049021,0.000491239,0.000490577,0.000491152,0.000490824,0.000490772,0.000489755,0.000491336,0.000489932,0.00048907,0.000491198,0.000490292,0.000490628,0.000490912,0.00049064,0.000490598,0.00049119,0.000491051,0.000490987,0.000490852,0.000490389,0.00049013,0.000490814,0.000490915,0.000491317,0.000490469,0.00049001,0.000490842,0.000490385,0.000490443,0.000491118,0.000491172,0.000490419,0.000490668,0.000489785,0.000490765,0.000490156,0.000490636,0.000490892,0.000490715,0.0004904,0.000490662,0.000490177,0.00049064,0.000490772,0.000491167,0.000490399,0.000491022,0.000490814,0.000491271,0.000489406,0.000490953,0.000490243,0.000490368,0.000490719,0.000490286,0.000490825,0.000490021,0.000489946,0.000490884,0.000490238,0.000490225,0.000490385,0.000491473,0.000490464,0.000490135,0.00049005,0.000490341,0.000490949,0.000490517,0.000491775,0.000490045,0.000491065,0.000490512,0.000490287,0.000490446,0.000490826,0.00049088,0.000490511,0.000490353,0.00049013,0.000491106,0.000490794,0.000490528,0.000491173,0.000491262,0.000490683,0.000490206,0.000490983,0.000490568,0.000490888,0.00048987,0.000490809,0.000490359,0.000489809,0.000490296,0.000490388,0.000490893,0.000490941,0.000490187,0.000491116,0.00049046,0.000490517,0.000490305,0.000490537,0.000490283,0.000490251,0.00049118,0.000490637,0.000490123,0.000490313,0.000490164,0.00049098,0.000489999,0.000491804,0.000491506,0.000490313,0.000490893,0.000490959,0.000490516,0.000491074,0.000489671,0.000490183,0.000491618,0.000490761,0.000490795,0.00049082,0.00049132,0.000490381,0.000490903,0.000491325,0.000490448,0.000491087,0.000490874,0.000491109,0.000490926,0.000490494,0.000491105,0.000490149,0.000490003,0.000490757,0.000491161,0.000490757,0.000490801,0.000490593,0.00049135,0.000490508,0.000490419,0.000490842,0.000491944,0.000490172,0.000490012,0.00049061,0.000491516,0.000489853,0.000490481,0.000490669,0.000490919,0.000490796,0.000490798,0.000490928,0.000490513,0.000490644,0.000489617,0.000490704,0.000490343,0.000490496,0.000490927,0.000491138,0.000491039,0.000490774,0.000490575,0.000490132,0.000490421,0.000490663,0.000491081,0.000490881,0.000490902,0.000490244,0.000490465,0.00049112,0.000490927,0.000490424,0.000490931,0.00049097,0.000489952,0.000490199,0.000491221,0.000490522,0.000490669,0.00048992,0.000489963,0.000489441,0.000490564,0.000490744,0.000490683,0.000491178,0.000490327,0.000490474,0.000490864
5, 0.000491443,0.000492808,0.00049107,0.000490209,0.000492226,0.0,0.000491877,0.000489657,0.000489453,0.000491033,0.000491494,0.000492609,0.000491011,0.000489503,0.00049035,0.000491467,0.00049121,0.000491659,0.000490463,0.000490283,0.000490614,0.00049033,0.00049085,0.000491353,0.000490858,0.000490914,0.000490319,0.000491338,0.000490771,0.000490726,0.000490646,0.000490413,0.000490222,0.000490337,0.0004907,0.000490274,0.000490363,0.000490717,0.000490085,0.00048969,0.000490226,0.000491181,0.000490365,0.000490797,0.000491752,0.00049118,0.000490464,0.00049056,0.000491043,0.000490026,0.000490971,0.000490649,0.000489785,0.000491369,0.000491528,0.000490759,0.000490469,0.000490686,0.000490175,0.000490466,0.000490154,0.000489925,0.000491864,0.000489796,0.000490859,0.000490792,0.000491232,0.000491452,0.000489901,0.000490364,0.000490543,0.000491155,0.000490826,0.000490444,0.000490644,0.000490063,0.000490651,0.000491614,0.00049084,0.000489924,0.00049062,0.000490923,0.000490756,0.000490438,0.000490591,0.000491143,0.000490971,0.000491221,0.00049086,0.000490898,0.000491055,0.000490709,0.00049178,0.000491328,0.000491018,0.000490014,0.000491702,0.000490487,0.000491052,0.000490813,0.000490293,0.000490903,0.000490159,0.000490191,0.000490751,0.00049082,0.000491483,0.000490916,0.000491181,0.000490354,0.000490699,0.000490456,0.000490766,0.000490693,0.000490732,0.000490923,0.000490696,0.000490857,0.000490704,0.000490628,0.000490231,0.00049038,0.000491085,0.00049035,0.000491484,0.000490546,0.000490681,0.000490772,0.000490505,0.000491294,0.000490718,0.000490982,0.000490171,0.000490264,0.000490834,0.000490655,0.000490846,0.000490486,0.000489709,0.000490805,0.00049004,0.000491061,0.000490247,0.000490828,0.000490474,0.000490614,0.000490535,0.000491122,0.000490059,0.000490514,0.000491664,0.000490842,0.000491047,0.000491067,0.000490353,0.000490443,0.000490768,0.000490141,0.000490556,0.000489535,0.000490364,0.000490786,0.00049081,0.000491006,0.000490417,0.000490246,0.000490539,0.000492008,0.00048982,0.000490718,0.000491586,0.000490888,0.000490844,0.000490701,0.000490751,0.000490046,0.000490641,0.000490485,0.000490687,0.000490233,0.000490309,0.000490938,0.000491224,0.00049036,0.000490511,0.000490969,0.000490682,0.000490666,0.000490375,0.000490605,0.000490357,0.000490657,0.000491653,0.000490298,0.000490298,0.000490619,0.000491365,0.000490841,0.000490791,0.00049044,0.000490307,0.000490409,0.000491059,0.000490106,0.000490498,0.000490487,0.000490943,0.000491197,0.000491097,0.000491327,0.000489823,0.000490233,0.000491103,0.000490612,0.000490636,0.000490429,0.000490717,0.00049012,0.000490099,0.000491436,0.000490606,0.000490988,0.000490784,0.000489549,0.000490553,0.00049017,0.000491185,0.000491107,0.000490653,0.000490351,0.000490595,0.000490493,0.000491041,0.000491073,0.000490458,0.000490488,0.000491256,0.000491516,0.000490406,0.000490628,0.000491229,0.000490062,0.000489913,0.000490254,0.000490678,0.000490761,0.000490577,0.000490697,0.000490378,0.000490866,0.000490886,0.000490753,0.000490409,0.000490146,0.000491109,0.00048886,0.000490573,0.000490368,0.000490929,0.000490419,0.000491125,0.000490384,0.000491685,0.000490778,0.000491163,0.000490621,0.000491037,0.000490733,0.00049038,0.000490591,0.000490914,0.00049071,0.000489892,0.000490341,0.000489232,0.000490542,0.000489933,0.000490911,0.000490528,0.000490524,0.00049128,0.000491386,0.000490851,0.000490403,0.000490837,0.000490427,0.000491716,0.000491332,0.000490186,0.000490696,0.000490604,0.00049047,0.000490228,0.000490912,0.00049139,0.000491004,0.000490635,0.000490062,0.000490887,0.000490605,0.000490658,0.000490818,0.00049092,0.00049099,0.000491019,0.000490888,0.000490767,0.000489965,0.000490221,0.000490726,0.00049101,0.000489607,0.00049015,0.000491182,0.00048988,0.000490635,0.000490924,0.000490163,0.000490474,0.000490738,0.000490746,0.000490896,0.000491296,0.000490472,0.000490443,0.000490594,0.000491337,0.000490926,0.00049062,0.000491111,0.000490538,0.000490518,0.000490874,0.00049074,0.000488564,0.000490525,0.00049068,0.000490431,0.000490824,0.000490917,0.000491119,0.000490137
